yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,49.6,49.6,,,41,58.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD7_0,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,45,45,,,37.3,52.7,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD7_0,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,47.6,47.6,,,39.8,55.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD7_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,67.1,67.1,,,61,72.7,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,56.8,56.8,,,49.8,63.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,65.8,65.8,,,56.1,74.4,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,57.3,57.3,,,47,67,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,68,68,,,60.1,75,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,56.6,56.6,,,47.5,65.3,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,70.5,70.5,,,63.4,76.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,57.9,57.9,,,49.1,66.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,MRC,,,,
2014,2014,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,70.6,70.6,,,64.7,76,Overall,Overall,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,67.1,67.1,,,59.5,73.9,Overall,Overall,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,65.7,65.7,,,55,75,Gender,Male,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,62.7,62.7,,,49.7,74.1,Gender,Male,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,73.7,73.7,,,66.7,79.6,Gender,Female,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,70,70,,,61.1,77.7,Gender,Female,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,74.5,74.5,,,67.8,80.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,70.2,70.2,,,60.3,78.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),COPD,COPD8_0,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,AgeAdjPrev,Age-adjusted Prevalence,61.7,61.7,,,54.3,69.1,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,CrdPrev,Crude Prevalence,70.3,70.3,,,63.1,77.5,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),COPD,COPD8_0,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,55086,55086,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,284.3,284.3,,,281.9,286.6,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,245.3,245.3,,,243.3,247.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,54612,54612,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,280.6,280.6,,,278.2,282.9,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,238.3,238.3,,,236.3,240.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,53709,53709,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,274.4,274.4,,,272.1,276.8,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,229.4,229.4,,,227.4,231.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,54223,54223,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,275.9,275.9,,,273.6,278.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,227.9,227.9,,,226,229.9,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,53207,53207,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,269.5,269.5,,,267.2,271.7,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,220.6,220.6,,,218.7,222.5,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,90,90,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,129.4,129.4,,,104.1,159.1,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,181.1,181.1,,,144.3,224.6,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,64,64,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,91.1,91.1,,,70.2,116.3,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,120.9,120.9,,,92.3,155.7,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,65,65,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,92.3,92.3,,,71.2,117.6,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,117.1,117.1,,,89.6,150.4,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,85,85,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,120,120,,,95.8,148.3,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,149.7,149.7,,,118.7,186.3,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,76,76,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,106.3,106.3,,,83.8,133.1,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,123.7,123.7,,,96.8,155.7,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,AIAN,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,1371,1371,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,91.2,91.2,,,86.4,96.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
